variavel,variavel_no_csv,descricao,tema,unidade,tabela,arquivo,coluna_chave,url_origem
V00245,V00245,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Não tinham banheiro nem sanitário",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00246,V00246,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00247,V00247,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00248,V00248,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00249,V00249,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00250,V00250,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Apenas banheiro de uso comum a mais de um domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00251,V00251,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00252,V00252,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Não tinham banheiro nem sanitário",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00253,V00253,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00254,V00254,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00255,V00255,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00256,V00256,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00257,V00257,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Apenas banheiro de uso comum a mais de um domicílio",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00258,V00258,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00259,V00259,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Não tinham banheiro nem sanitário",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00260,V00260,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00261,V00261,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00262,V00262,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00263,V00263,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00264,V00264,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00265,V00265,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00266,V00266,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00267,V00267,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00268,V00268,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00269,V00269,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00270,V00270,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00271,V00271,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00272,V00272,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00273,V00273,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00274,V00274,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00275,V00275,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00276,V00276,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00277,V00277,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00278,V00278,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00279,V00279,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00280,V00280,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00281,V00281,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00282,V00282,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00283,V00283,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00284,V00284,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00285,V00285,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00286,V00286,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00287,V00287,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00288,V00288,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00289,V00289,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00290,V00290,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é branca",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00291,V00291,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é preta",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00292,V00292,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00293,V00293,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00294,V00294,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00295,V00295,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00296,V00296,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00297,V00297,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00298,V00298,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00299,V00299,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00300,V00300,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
V00301,V00301,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",Características do Domicílio - Parte 2,Domicílio,domicilio2,Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.csv,setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio2_BR_20250417.zip
