variavel,variavel_no_csv,descricao,tema,unidade,tabela,arquivo,coluna_chave,url_origem
V0001,v0001,Total de pessoas,Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0002,v0002,Total de Domicílios (DPPO + DPPV + DPPUO + DPIO + DCCM + DCSM),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0003,v0003,Total de Domicílios Particulares (DPPO + DPPV + DPPUO + DPIO),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0004,v0004,Total de Domicílios Coletivos (DCCM + DCSM),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0005,v0005,Média de moradores em Domicílios Particulares Ocupados (Total pessoas em Domicílios Particulares Ocupados / DPPO + DPIO),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0006,v0006,Percentual de Domicílios Particulares Ocupados Imputados (Total DPO imputados / Total DPO),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0007,v0007,Total de Domicílios Particulares Ocupados (DPPO + DPIO),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0008,v0008,Total de Domicílios Particulares  de Uso Ocasional (DPPUO),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V0009,v0009,Total de Domicílios Particulares Permanentes Vagos (DPPV),Básico,Setor,basico,Agregados_por_setores_basico_BR.csv,CD_SETOR,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_basico_BR_20260520.zip
V00001,V00001,Domicílios Particulares Permanentes Ocupados,Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00002,V00002,Domicílios Particulares Improvisados Ocupados,Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00003,V00003,Unidades de Habitação em Domicílios Coletivos Com Morador,Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00004,V00004,Domicílios Particulares Permanentes Ocupados,Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00005,V00005,"Domicílios Particulares Permanentes Ocupados, Quantidade de moradores",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00006,V00006,"Domicílios Particulares Improvisados Ocupados, Quantidade de moradores",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00007,V00007,"Domicílios Coletivos Com Morador, Quantidade de moradores",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00008,V00008,"Domicílios Particulares Permanentes Ocupados, Quantidade de crianças de zero a nove anos de idade",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00009,V00009,"Domicílios Particulares Improvisados Ocupados, Quantidade de crianças de zero a nove anos de idade",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00010,V00010,"Domicílios Coletivos Com Morador, Quantidade de crianças de zero a nove anos de idade",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00011,V00011,"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo masculino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00012,V00012,"Domicílios Particulares Improvisados Ocupados, Pessoas de sexo masculino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00013,V00013,"Domicílios Coletivos Com Morador, Pessoas de sexo masculino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00014,V00014,"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo feminino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00015,V00015,"Domicílios Particulares Improvisados Ocupados, Pessoas de sexo feminino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00016,V00016,"Domicílios Coletivos Com Morador, Pessoas de sexo feminino no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00017,V00017,"Domicílios Particulares Permanentes Ocupados, Com 1 morador no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00018,V00018,"Domicílios Particulares Permanentes Ocupados, Com 2 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00019,V00019,"Domicílios Particulares Permanentes Ocupados, Com 3 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00020,V00020,"Domicílios Particulares Permanentes Ocupados, Com 4 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00021,V00021,"Domicílios Particulares Permanentes Ocupados, Com 5 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00022,V00022,"Domicílios Particulares Permanentes Ocupados, Com 6 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00023,V00023,"Domicílios Particulares Permanentes Ocupados, Com 7 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00024,V00024,"Domicílios Particulares Permanentes Ocupados, Com 8 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00025,V00025,"Domicílios Particulares Permanentes Ocupados, Com 9 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00026,V00026,"Domicílios Particulares Permanentes Ocupados, Com 10 ou mais moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00027,V00027,"Domicílios Particulares Improvisados Ocupados, Com 1 morador no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00028,V00028,"Domicílios Particulares Improvisados Ocupados, Com 2 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00029,V00029,"Domicílios Particulares Improvisados Ocupados, Com 3 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00030,V00030,"Domicílios Particulares Improvisados Ocupados, Com 4 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00031,V00031,"Domicílios Particulares Improvisados Ocupados, Com 5 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00032,V00032,"Domicílios Particulares Improvisados Ocupados, Com 6 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00033,V00033,"Domicílios Particulares Improvisados Ocupados, Com 7 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00034,V00034,"Domicílios Particulares Improvisados Ocupados, Com 8 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00035,V00035,"Domicílios Particulares Improvisados Ocupados, Com 9 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00036,V00036,"Domicílios Particulares Improvisados Ocupados, Com 10 ou mais moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00037,V00037,"Domicílios Coletivos Com Morador, Com 1 morador no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00038,V00038,"Domicílios Coletivos Com Morador, Com 2 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00039,V00039,"Domicílios Coletivos Com Morador, Com 3 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00040,V00040,"Domicílios Coletivos Com Morador, Com 4 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00041,V00041,"Domicílios Coletivos Com Morador, Com 5 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00042,V00042,"Domicílios Coletivos Com Morador, Com 6 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00043,V00043,"Domicílios Coletivos Com Morador, Com 7 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00044,V00044,"Domicílios Coletivos Com Morador, Com 8 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00045,V00045,"Domicílios Coletivos Com Morador, Com 9 moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00046,V00046,"Domicílios Coletivos Com Morador, Com 10 ou mais moradores no domicílio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00047,V00047,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00048,V00048,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00049,V00049,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00050,V00050,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é habitação em casa de cômodos ou cortiço",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00051,V00051,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é habitação indígena sem paredes ou maloca",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00052,V00052,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é estrutura residencial permanente degradada ou inacabada",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00053,V00053,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é tenda ou barraca de lona, plástico ou tecido",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00054,V00054,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é dentro de estabelecimento em funcionamento",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00055,V00055,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é abrigo natural e outras estruturas improvisadas",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00056,V00056,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é estrutura improvisada em logradouro público, exceto tenda ou barraca",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00057,V00057,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é estrutura não residencial permanente degradada ou inacabada",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00058,V00058,"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é veículo (carro, caminhão, trailer, barco etc)",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00059,V00059,"Domicílios Coletivos Com Morador, Tipo de espécie é asilo ou outra instituição de longa permanência para idosos",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00060,V00060,"Domicílios Coletivos Com Morador, Tipo de espécie é hotel ou pensão",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00061,V00061,"Domicílios Coletivos Com Morador, Tipo de espécie é alojamento",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00062,V00062,"Domicílios Coletivos Com Morador, Tipo de espécie é penitenciária, centro de detenção e similar",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
V00063,V00063,"Domicílios Coletivos Com Morador, Tipo de espécie é outros domicílios coletivos com morador",Características do Domicílio - Parte 1,Domicílio,domicilio1,Agregados_por_setores_caracteristicas_domicilio1_BR.csv,CD_setor,https://ftp.ibge.gov.br/Censos/Censo_Demografico_2022/Agregados_por_Setores_Censitarios/Agregados_por_Setor_csv/Agregados_por_setores_caracteristicas_domicilio1_BR.zip
